timestamp,video_pos_sec,person_id,camera_id,head_drop_angle,spine_angle,head_tilt_angle,wrist_activity,recline,perclos,ear,inactive_seconds,motion_score,shoulder_ear_ratio,z_max,z_baseline_ready,system_state,true_label
timestamp,video_pos_sec,person_id,camera_id,head_drop_angle,spine_angle,head_tilt_angle,wrist_activity,recline,perclos,ear,inactive_seconds,motion_score,shoulder_ear_ratio,z_max,z_baseline_ready,system_state,true_label
2026-03-12 04:29:50,0.0,10,second_floor_middle,60.9,2.1,10.0,0.1343,0.266,,,0.0,11.82,0.065,0.0,0,awake,
2026-03-12 04:30:14,470.4,165,second_floor_middle,23.7,2.8,9.3,0.0109,0.202,,,0.0,21.96,0.1,0.0,0,awake,
2026-03-12 04:30:17,0.0,16,second_floor_middle,41.3,1.2,10.3,0.1336,0.298,,,4.0,1.16,0.044,0.0,0,awake,
2026-03-12 04:30:18,0.0,199,second_floor_middle,54.0,14.1,14.1,0.0888,0.242,,,0.0,15.88,0.083,0.68,1,awake,
2026-03-12 04:30:19,0.0,2,second_floor_middle,71.4,6.3,18.8,0.0043,0.295,,,0.0,9.57,0.095,0.0,0,awake,
2026-03-12 04:30:19,0.0,3,second_floor_middle,85.3,27.8,21.0,0.0155,0.387,,,0.0,31.79,0.126,0.0,0,awake,
2026-03-12 04:30:19,0.0,5,second_floor_middle,56.7,16.8,17.8,0.1083,0.309,0.0,0.583,0.0,62.22,0.103,3.84,1,awake,
2026-03-12 04:30:26,0.0,140,second_floor_middle,51.6,11.5,22.8,0.0589,0.216,,,0.0,38.21,0.081,0.0,0,awake,
2026-03-12 04:30:28,484.8,1,second_floor_middle,79.2,13.8,19.9,0.0072,0.252,,,0.0,11.64,0.137,0.0,0,awake,
2026-03-12 04:30:28,484.8,3,second_floor_middle,67.4,12.8,17.3,0.0016,0.25,,,0.0,10.67,0.087,0.0,0,awake,
2026-03-12 04:30:30,0.0,5,second_floor_middle,67.1,3.7,12.6,0.029,0.196,0.333,0.329,0.0,35.02,0.11,0.0,0,awake,
2026-03-12 04:30:37,0.0,10,second_floor_middle,41.3,8.4,14.0,0.0247,0.355,,,0.0,9.81,0.058,0.0,0,awake,
2026-03-12 04:30:37,0.0,260,second_floor_middle,57.9,20.5,5.8,0.0208,0.249,,,0.0,19.63,0.048,1.35,1,awake,
2026-03-12 04:30:47,0.0,240,second_floor_middle,63.4,5.0,3.8,0.1297,0.239,,,0.0,58.63,0.07,0.0,0,awake,
2026-03-12 04:30:53,0.0,200,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-12 04:30:53,509.4,116,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-12 04:30:55,511.1,228,second_floor_middle,64.6,4.0,12.7,0.171,0.218,,,0.0,45.39,0.057,0.0,0,awake,
2026-03-12 04:31:08,0.0,16,second_floor_middle,58.5,20.5,19.5,0.0905,0.39,,,0.0,41.57,0.11,0.0,0,awake,
2026-03-12 04:31:11,0.0,3,second_floor_middle,83.3,29.3,19.9,0.0781,0.367,,,0.0,50.74,0.113,0.0,0,awake,
2026-03-12 04:31:11,0.0,5,second_floor_middle,79.9,8.2,21.7,0.031,0.213,0.4,0.354,0.0,32.76,0.114,0.0,0,awake,
2026-03-12 04:31:18,0.0,286,second_floor_middle,50.8,11.8,19.8,0.1802,0.27,,,0.0,39.11,0.08,0.61,1,awake,
