timestamp,video_pos_sec,person_id,camera_id,head_drop_angle,spine_angle,head_tilt_angle,wrist_activity,recline,perclos,ear,inactive_seconds,motion_score,shoulder_ear_ratio,z_max,z_baseline_ready,system_state,true_label
2026-03-11 09:20:38,468.1,1,second_floor_middle,70.5,5.3,13.2,0.0898,0.256,,,0.0,31.13,0.089,0.0,0,awake,
2026-03-11 09:20:38,468.1,3,second_floor_middle,71.1,5.0,12.9,0.0913,0.188,,,0.0,65.7,0.128,0.0,0,awake,
2026-03-11 09:21:04,524.3,1,second_floor_middle,65.5,5.8,15.4,0.1143,0.261,,,0.0,27.62,0.105,0.0,0,awake,
2026-03-11 09:21:18,577.8,11,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-11 09:21:19,565.8,3,second_floor_middle,46.0,13.2,5.7,0.2909,0.322,,,0.0,67.15,0.093,0.0,0,awake,
2026-03-11 09:21:30,593.3,8,second_floor_middle,81.2,7.3,58.2,0.0361,0.158,,,0.0,32.09,0.12,0.0,0,awake,
2026-03-11 09:21:53,0.0,37,second_floor_middle,66.1,6.2,73.1,0.0517,0.175,,,0.0,34.93,0.118,0.0,0,awake,
2026-03-11 09:22:01,676.7,4,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-11 09:22:20,734.2,34,second_floor_middle,56.9,11.3,3.1,0.0157,0.202,,,0.0,10.85,0.07,0.0,0,awake,
2026-03-11 09:22:29,0.0,9,second_floor_middle,,,,,,,,39.6,0.0,,,0,no_person,
2026-03-11 09:22:34,741.5,26,second_floor_middle,74.0,14.2,8.8,0.1658,0.168,,,0.0,22.68,0.061,0.0,0,awake,
2026-03-11 09:22:54,793.8,2,second_floor_middle,64.2,1.9,4.9,0.0971,0.117,,,0.0,27.29,0.069,0.0,0,awake,
2026-03-11 09:23:12,0.0,35,second_floor_middle,62.7,37.0,4.9,0.1688,0.269,,,0.0,6.15,0.09,0.0,0,awake,
2026-03-11 09:23:12,0.0,29,second_floor_middle,69.4,6.3,4.3,0.0995,0.13,,,0.0,18.66,0.1,0.0,0,awake,
2026-03-11 09:23:12,829.3,1,second_floor_middle,58.8,1.2,13.8,0.1364,0.245,,,0.0,30.35,0.092,0.0,0,awake,
2026-03-11 09:23:39,883.2,7,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-11 09:23:39,883.2,44,second_floor_middle,64.4,6.5,4.8,0.1176,0.184,,,0.0,21.82,0.146,0.0,0,awake,
2026-03-11 09:23:42,871.9,10,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-11 09:23:47,0.0,3,second_floor_middle,74.5,3.4,8.4,0.0492,0.219,,,0.0,36.91,0.119,0.0,0,awake,
2026-03-11 09:24:04,922.1,1,second_floor_middle,65.3,5.1,11.4,0.1504,0.254,,,0.0,33.69,0.072,0.0,0,awake,
2026-03-11 09:24:11,0.0,3,second_floor_middle,73.2,3.5,16.2,0.4833,0.235,,,0.0,65.12,0.151,0.0,0,awake,
2026-03-11 09:24:20,983.9,14,second_floor_middle,74.4,5.8,9.7,0.1249,0.169,,,0.0,35.21,0.152,0.0,0,awake,
2026-03-11 09:24:30,995.9,8,second_floor_middle,72.9,15.4,38.6,0.0444,0.145,,,0.0,26.23,0.111,0.0,0,awake,
2026-03-11 09:24:44,0.0,38,second_floor_middle,66.9,44.5,1.9,0.5239,0.321,,,0.0,67.38,0.095,0.0,0,awake,
2026-03-11 09:24:52,1053.1,6,second_floor_middle,44.2,5.7,3.3,0.2406,0.199,,,0.0,23.49,-0.089,0.0,0,awake,
2026-03-11 09:25:16,1121.6,31,second_floor_middle,54.9,24.5,10.2,0.2119,0.249,,,0.0,64.72,0.109,0.0,0,awake,
2026-03-11 09:25:27,1166.0,37,second_floor_middle,75.9,7.0,52.6,0.0402,0.135,,,0.0,39.32,0.145,0.0,0,awake,
2026-03-11 09:25:27,1166.0,77,second_floor_middle,79.4,12.0,11.4,0.0027,0.347,,,0.0,24.7,0.12,0.0,0,awake,
2026-03-11 09:25:56,1224.9,34,second_floor_middle,60.9,17.8,3.8,0.0178,0.213,,,0.0,10.44,0.1,0.0,0,awake,
2026-03-11 09:26:01,1237.7,1,second_floor_middle,81.0,2.4,24.3,0.0112,0.26,,,0.0,19.01,0.108,0.0,0,awake,
2026-03-11 09:26:32,1277.2,3,second_floor_middle,78.1,6.6,13.8,0.1306,0.18,,,0.0,29.71,0.152,0.0,0,awake,
2026-03-11 09:26:49,0.0,1,second_floor_middle,70.2,2.7,10.9,0.0441,0.285,,,0.0,39.03,0.11,0.0,0,awake,
2026-03-11 09:27:05,0.0,110,second_floor_middle,76.4,4.3,8.0,0.0163,0.312,,,0.0,18.31,0.119,0.0,0,awake,
2026-03-11 09:27:09,1362.6,75,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-11 09:27:45,0.0,9,second_floor_middle,51.4,19.9,17.7,0.1296,0.192,,,0.0,34.03,0.091,0.0,0,awake,
